pygame 1.9.4
Hello from the pygame community. https://www.pygame.org/contribute.html
couldn't import doomish
Couldn't import doom
Beginning Training...
         673055 function calls (658794 primitive calls) in 39.166 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dataset.py:46(ConcatDataset)
        1    0.000    0.000    0.000    0.000 dataloader.py:402(DataLoader)
        1    0.000    0.000    0.000    0.000 six.py:824(metaclass)
        1    0.000    0.000    0.000    0.000 folder.py:47(DatasetFolder)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 sessions.py:95(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 adapters.py:53(BaseAdapter)
        1    0.000    0.000    0.000    0.000 resnet.py:96(ResNet)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1755(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1841(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1558(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:1819(PyZipFile)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        2    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 poolmanager.py:361(ProxyManager)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 _collections.py:31(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 connection.py:66(DummyConnection)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2127(IPv6Network)
        1    0.000    0.000    0.000    0.000 alexnet.py:13(AlexNet)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 constraints.py:223(_RealVector)
        1    0.000    0.000    0.000    0.000 constraints.py:93(_Boolean)
        1    0.000    0.000    0.000    0.000 constraints.py:101(_IntegerInterval)
        2    0.000    0.000    0.000    0.000 constraints.py:128(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:143(_GreaterThan)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 rprop.py:6(Rprop)
        1    0.000    0.000    0.000    0.000 rmsprop.py:5(RMSprop)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:9(_LRScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:55(LambdaLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:94(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:129(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:166(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:185(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 reductions.py:18(StorageRef)
        1    0.000    0.000    0.000    0.000 __init__.py:465(OrderedModuleDict)
        1    0.000    0.000    0.000    0.000 __init__.py:495(OrderedParameterDict)
        1    0.000    0.000    0.000    0.000 __init__.py:600(ScriptModule)
        1    0.000    0.000    0.000    0.000 __init__.py:682(TracedModule)
        1    0.000    0.000    0.000    0.000 __init__.py:735(_ConstModuleList)
        1    0.000    0.000    0.000    0.000 __init__.py:763(_ConstSequential)
        1    0.000    0.000    0.000    0.000 frontend.py:89(FrontendError)
        1    0.000    0.000    0.000    0.000 frontend.py:105(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 _functions.py:8(Broadcast)
        1    0.000    0.000    0.000    0.000 _functions.py:48(Gather)
        1    0.000    0.000    0.000    0.000 __init__.py:12(dist_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:135(reduce_op)
        1    0.000    0.000    0.000    0.000 distributed_cpu.py:9(DistributedDataParallelCPU)
        2    0.000    0.000    0.000    0.000 rendezvous.py:12(register_rendezvous_handler)
        1    0.000    0.000    0.000    0.000 sparse.py:161(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 rnn.py:540(RNNCell)
        1    0.000    0.000    0.000    0.000 rnn.py:717(GRUCell)
        1    0.000    0.000    0.000    0.000 __init__.py:12(ExportTypes)
        1    0.000    0.000    0.000    0.000 __init__.py:151(symbolic_override_packed_sequence_based)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:9(SpectralNorm)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:5(PixelShuffle)
        1    0.000    0.000    0.000    0.000 upsampling.py:8(Upsample)
        1    0.000    0.000    0.000    0.000 upsampling.py:134(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 distance.py:6(PairwiseDistance)
        1    0.000    0.000    0.000    0.000 fold.py:6(Fold)
        1    0.000    0.000    0.000    0.000 container.py:190(ModuleDict)
        1    0.000    0.000    0.000    0.000 pooling.py:25(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:894(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 batchnorm.py:9(_BatchNorm)
        1    0.000    0.000    0.000    0.000 instancenorm.py:5(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:9(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:155(GroupNorm)
        1    0.000    0.000    0.000    0.000 dropout.py:5(_DropoutNd)
        1    0.000    0.000    0.000    0.000 dropout.py:54(FeatureDropout)
        1    0.000    0.000    0.000    0.000 linear.py:9(Linear)
        1    0.000    0.000    0.000    0.000 conv.py:65(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:179(Conv2d)
        1    0.000    0.000    0.000    0.000 conv.py:694(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 activation.py:55(ReLU)
        1    0.000    0.000    0.000    0.000 activation.py:372(Hardshrink)
        1    0.000    0.000    0.000    0.000 activation.py:412(LeakyReLU)
        1    0.000    0.000    0.000    0.000 activation.py:454(LogSigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:475(Softplus)
        1    0.000    0.000    0.000    0.000 activation.py:555(PReLU)
        1    0.000    0.000    0.000    0.000 activation.py:604(Softsign)
        1    0.000    0.000    0.000    0.000 activation.py:625(Tanhshrink)
        1    0.000    0.000    0.000    0.000 activation.py:84(RReLU)
        1    0.000    0.000    0.000    0.000 activation.py:196(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:224(Sigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:341(GLU)
        1    0.000    0.000    0.000    0.000 activation.py:724(Softmax2d)
        1    0.000    0.000    0.000    0.000 loss.py:26(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:90(NLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:212(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:865(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:909(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:998(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:21(Sequential)
        1    0.000    0.000    0.000    0.000 __init__.py:184(CuDNNError)
        1    0.000    0.000    0.000    0.000 __init__.py:191(TensorDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:308(RNNDescriptor)
        1    0.000    0.000    0.000    0.000 profiler.py:315(Interval)
        1    0.000    0.000    0.000    0.000 profiler.py:362(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 profiler.py:399(StringTable)
        1    0.000    0.000    0.000    0.000 tensor.py:25(Resize)
        1    0.000    0.000    0.000    0.000 normalization.py:8(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 grad_mode.py:50(enable_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:97(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:4(detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:12(range)
        1    0.000    0.000    0.000    0.000 profiler.py:225(emit_nvtx)
        1    0.000    0.000    0.000    0.000 function.py:10(_ContextMethodMixin)
        1    0.000    0.000    0.000    0.000 function.py:79(FunctionMeta)
        1    0.000    0.000    0.000    0.000 function.py:249(_nested_map)
        1    0.000    0.000    0.000    0.000 thnn.py:4(THNNFunctionBackend)
        1    0.000    0.000    0.000    0.000 backend.py:2(FunctionBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:43(THNNCudaBackendStateMixin)
        1    0.000    0.000    0.000    0.000 utils.py:23(THNNBackendBase)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 streams.py:128(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:194(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:199(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:210(device)
        1    0.000    0.000    0.000    0.000 __init__.py:236(device_of)
        1    0.000    0.000    0.000    0.000 __init__.py:498(_CudaBase)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 tarfile.py:716(ExFileObject)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:8(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 hooks.py:5(RemovableHandle)
        1    0.000    0.000    0.000    0.000 tarfile.py:275(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:278(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:312(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 snake.py:208(Snake)
        1    0.000    0.000    0.000    0.000 waterworld.py:14(WaterWorld)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:24(__init__)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:82(DQNAgent)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:132(Runner)
        1    0.000    0.000    0.000    0.000 __init__.py:190(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:194(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:218(ByteStorage)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:16(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:163(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 bdb.py:481(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:647(Tdb)
        1    0.000    0.000    0.000    0.000 pixelcopter.py:12(Block)
        1    0.000    0.000    0.000    0.000 pixelcopter.py:47(HelicopterPlayer)
        1    0.000    0.000    0.000    0.000 vec2d.py:4(vec2d)
        1    0.000    0.000    0.000    0.000 pong.py:12(Ball)
        1    0.000    0.000    0.000    0.000 pong.py:98(Player)
        1    0.000    0.000    0.000    0.000 puckworld.py:58(PuckWorld)
        1    0.000    0.000    0.000    0.000 raycast.py:12(RayCastPlayer)
        1    0.000    0.000    0.000    0.000 pdb.py:85(Restart)
        2    0.000    0.000    0.000    0.000 pygamewrapper.py:144(getScreenDims)
        1    0.000    0.000    0.000    0.000 catcher.py:9(Paddle)
        1    0.000    0.000    0.000    0.000 __init__.py:10(BirdPlayer)
        1    0.000    0.000    0.000    0.000 coin.py:7(Coin)
        1    0.000    0.000    0.000    0.000 player.py:11(Player)
        1    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:1366(_internal_poll)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 sprite.py:586(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        3    0.000    0.000    0.000    0.000 sprite.py:162(add_internal)
        1    0.000    0.000    0.000    0.000 Image.py:2282(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 Image.py:44(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 Image.py:48(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 Image.py:479(_E)
        1    0.000    0.000    0.000    0.000 core.py:1124(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6557(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:8048(_convert2ma)
        1    0.000    0.000    0.000    0.000 core.py:166(MAError)
        1    0.000    0.000    0.000    0.000 core.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:902(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 _datasource.py:138(_FileOpeners)
        1    0.000    0.000    0.000    0.000 kl.py:74(_Match)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:77(RelaxedOneHotCategorical)
        2    0.000    0.000    0.000    0.000 __init__.py:6(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:281(ExpTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:303(PowerTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:353(AbsTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:370(AffineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:437(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 random.py:668(SystemRandom)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:713(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:833(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1531(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1150(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(Manager)
        2    0.000    0.000    0.000    0.000 __init__.py:1982(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1966(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:506(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1396(_SubTest)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1109(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1161(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1176(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1286(StructureFormat)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 numerictypes.py:750(_typedict)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 parse.py:725(Quoter)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _internal.py:683(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:961(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:40(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:41(EncodeError)
        1    0.000    0.000    0.000    0.000 cpp_message.py:42(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:1056(Default)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:38(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:42(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:46(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 message_factory.py:47(MessageFactory)
        1    0.000    0.000    0.000    0.000 well_known_types.py:60(Error)
        1    0.000    0.000    0.000    0.000 well_known_types.py:64(ParseError)
        1    0.000    0.000    0.000    0.000 well_known_types.py:68(Any)
        1    0.000    0.000    0.000    0.000 descriptor.py:51(Error)
        1    0.000    0.000    0.000    0.000 descriptor.py:64(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 descriptor.py:712(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:843(FileDescriptor)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 __init__.py:2820(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 __init__.py:110(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:238(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:317(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:1543(__init__)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:40(Color)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:74(Brightness)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:32(MultibandFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:36(BuiltinFilter)
