pygame 1.9.4
Hello from the pygame community. https://www.pygame.org/contribute.html
couldn't import doomish
Couldn't import doom
Beginning Training...
         673055 function calls (658794 primitive calls) in 39.166 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 __init__.py:2232(_is_egg_path)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8066(getdoc)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packing.py:1(<module>)
       11    0.000    0.000    0.000    0.000 module.py:721(parameters)
      101    0.000    0.000    0.000    0.000 __init__.py:660(__iter__)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      151    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1718(_parse_hextet)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
      159    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
      186    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
       12    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
       51    0.000    0.000    0.000    0.000 descriptor.py:919(_ParseOptions)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2020(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3351(<genexpr>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:11(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3074(_initialize)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:2239(_is_unpacked_egg)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 _numpysurfarray.py:45(<module>)
       26    0.000    0.000    0.000    0.000 os.py:742(encode)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:80(MultivariateNormal)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:74(_write_serialized_event)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       68    0.000    0.000    0.000    0.000 kl.py:66(decorator)
       61    0.000    0.000    0.000    0.000 symbol_database.py:85(RegisterMessageDescriptor)
        1    0.000    0.000    0.000    0.000 text_encoding.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
    27/11    0.000    0.000    0.000    0.000 module.py:740(named_parameters)
        1    0.000    0.000    0.000    0.000 record_writer.py:24(write)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
       27    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 datetime.py:1369(__new__)
       24    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 versions_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 weight_norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:48(<listcomp>)
        3    0.000    0.000    0.000    0.000 _six.py:61(__new__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 numeric.py:156(ones)
       74    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 batchnorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vision.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       10    0.000    0.000    0.000    0.000 tensor.py:30(__reduce_ex__)
      105    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
        1    0.000    0.000    0.000    0.000 datetime.py:1961(timezone)
      140    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 connection.py:103(_has_ipv6)
      100    0.000    0.000    0.000    0.000 __init__.py:913(_added_new)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       65    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 __init__.py:2114(_rebuild_mod_path)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        7    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2390(_ParameterKind)
      102    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 record_writer.py:16(__init__)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       64    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      154    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plugin_pr_curve_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1145(__init__)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.000    0.000    0.000    0.000 dataloader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:312(__getattr__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 svhn.py:1(<module>)
       20    0.000    0.000    0.000    0.000 module.py:376(convert)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:360(__new__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
      107    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.Surface' objects}
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 snake.py:1(<module>)
       61    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        4    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:12(__init__)
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:207(init_reductions)
        3    0.000    0.000    0.000    0.000 _six.py:54(with_metaclass)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
       14    0.000    0.000    0.000    0.000 __init__.py:3080(<genexpr>)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
       43    0.000    0.000    0.000    0.000 auto.py:109(has_argument)
       95    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
      105    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 plugin_text_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1512(get_resource_stream)
        1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:82(<listcomp>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pong.py:1(<module>)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
        1    0.000    0.000    0.000    0.000 inception.py:1(<module>)
       26    0.000    0.000    0.000    0.000 module.py:776(children)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:1(<module>)
       91    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 coin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _torch_docs.py:23(<dictcomp>)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       95    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       94    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1268(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
       39    0.000    0.000    0.000    0.000 module.py:785(named_children)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       69    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
       34    0.000    0.000    0.000    0.000 descriptor_pb2.py:5(<lambda>)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 util.py:136(register_after_fork)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
